@timestamp,log
2026-05-29T13:00:41.921502Z,"{""request_id"":""9fd31f27-3971-46d8-91c6-cc7b010de926"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.921583Z,"{""request_id"":""9fd31f27-3971-46d8-91c6-cc7b010de926"",""service_name"":""database-service"",""level"":""ERROR"",""full_message"":""Database connection timeout""}"
2026-05-29T13:00:41.921674Z,"{""request_id"":""9fd31f27-3971-46d8-91c6-cc7b010de926"",""service_name"":""billing-service"",""level"":""ERROR"",""full_message"":""Payment transaction failed""}"
2026-05-29T13:00:41.921757Z,"{""request_id"":""9fd31f27-3971-46d8-91c6-cc7b010de926"",""service_name"":""gateway-service"",""level"":""ERROR"",""full_message"":""Request failed""}"
2026-05-29T13:00:41.921857Z,"{""request_id"":""8947a9d0-9477-4828-8c7e-edd36b24ad3d"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.921942Z,"{""request_id"":""8947a9d0-9477-4828-8c7e-edd36b24ad3d"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.922017Z,"{""request_id"":""8947a9d0-9477-4828-8c7e-edd36b24ad3d"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.922094Z,"{""request_id"":""8947a9d0-9477-4828-8c7e-edd36b24ad3d"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.922165Z,"{""request_id"":""8947a9d0-9477-4828-8c7e-edd36b24ad3d"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.922237Z,"{""request_id"":""8947a9d0-9477-4828-8c7e-edd36b24ad3d"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.922312Z,"{""request_id"":""8947a9d0-9477-4828-8c7e-edd36b24ad3d"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.922415Z,"{""request_id"":""8947a9d0-9477-4828-8c7e-edd36b24ad3d"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.922512Z,"{""request_id"":""41bda043-9b59-4395-aecd-14613c87d0a6"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.922591Z,"{""request_id"":""41bda043-9b59-4395-aecd-14613c87d0a6"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.922670Z,"{""request_id"":""41bda043-9b59-4395-aecd-14613c87d0a6"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.922745Z,"{""request_id"":""41bda043-9b59-4395-aecd-14613c87d0a6"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.922819Z,"{""request_id"":""41bda043-9b59-4395-aecd-14613c87d0a6"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.922894Z,"{""request_id"":""41bda043-9b59-4395-aecd-14613c87d0a6"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.922968Z,"{""request_id"":""41bda043-9b59-4395-aecd-14613c87d0a6"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.923044Z,"{""request_id"":""41bda043-9b59-4395-aecd-14613c87d0a6"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.923143Z,"{""request_id"":""27ab3149-5d53-4cff-92d6-99a67faf538a"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.923220Z,"{""request_id"":""27ab3149-5d53-4cff-92d6-99a67faf538a"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.923292Z,"{""request_id"":""27ab3149-5d53-4cff-92d6-99a67faf538a"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.923364Z,"{""request_id"":""27ab3149-5d53-4cff-92d6-99a67faf538a"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.923439Z,"{""request_id"":""27ab3149-5d53-4cff-92d6-99a67faf538a"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.923508Z,"{""request_id"":""27ab3149-5d53-4cff-92d6-99a67faf538a"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.923581Z,"{""request_id"":""27ab3149-5d53-4cff-92d6-99a67faf538a"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.923650Z,"{""request_id"":""27ab3149-5d53-4cff-92d6-99a67faf538a"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.923744Z,"{""request_id"":""90e05456-eb1b-4443-82c7-66e8b69ba640"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.923827Z,"{""request_id"":""90e05456-eb1b-4443-82c7-66e8b69ba640"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.923901Z,"{""request_id"":""90e05456-eb1b-4443-82c7-66e8b69ba640"",""service_name"":""auth-service"",""level"":""ERROR"",""full_message"":""JWT validation failed""}"
2026-05-29T13:00:41.923983Z,"{""request_id"":""90e05456-eb1b-4443-82c7-66e8b69ba640"",""service_name"":""gateway-service"",""level"":""ERROR"",""full_message"":""Request failed""}"
2026-05-29T13:00:41.924074Z,"{""request_id"":""55d930ed-e571-4f30-9eb0-b0061f557c06"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.924169Z,"{""request_id"":""55d930ed-e571-4f30-9eb0-b0061f557c06"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.924242Z,"{""request_id"":""55d930ed-e571-4f30-9eb0-b0061f557c06"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.924316Z,"{""request_id"":""55d930ed-e571-4f30-9eb0-b0061f557c06"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.924391Z,"{""request_id"":""55d930ed-e571-4f30-9eb0-b0061f557c06"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.924463Z,"{""request_id"":""55d930ed-e571-4f30-9eb0-b0061f557c06"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.924538Z,"{""request_id"":""55d930ed-e571-4f30-9eb0-b0061f557c06"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.924613Z,"{""request_id"":""55d930ed-e571-4f30-9eb0-b0061f557c06"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.924714Z,"{""request_id"":""befc9acd-773b-4ab1-a2cb-6a4abb155075"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.924791Z,"{""request_id"":""befc9acd-773b-4ab1-a2cb-6a4abb155075"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.924873Z,"{""request_id"":""befc9acd-773b-4ab1-a2cb-6a4abb155075"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.924939Z,"{""request_id"":""befc9acd-773b-4ab1-a2cb-6a4abb155075"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.925011Z,"{""request_id"":""befc9acd-773b-4ab1-a2cb-6a4abb155075"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.925077Z,"{""request_id"":""befc9acd-773b-4ab1-a2cb-6a4abb155075"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.925192Z,"{""request_id"":""befc9acd-773b-4ab1-a2cb-6a4abb155075"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.925282Z,"{""request_id"":""befc9acd-773b-4ab1-a2cb-6a4abb155075"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.925376Z,"{""request_id"":""dea89a2a-ffe6-421c-bd19-6acaca83f13f"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.925447Z,"{""request_id"":""dea89a2a-ffe6-421c-bd19-6acaca83f13f"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.925532Z,"{""request_id"":""dea89a2a-ffe6-421c-bd19-6acaca83f13f"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.925616Z,"{""request_id"":""dea89a2a-ffe6-421c-bd19-6acaca83f13f"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.925697Z,"{""request_id"":""dea89a2a-ffe6-421c-bd19-6acaca83f13f"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.925766Z,"{""request_id"":""dea89a2a-ffe6-421c-bd19-6acaca83f13f"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.925860Z,"{""request_id"":""dea89a2a-ffe6-421c-bd19-6acaca83f13f"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.925940Z,"{""request_id"":""dea89a2a-ffe6-421c-bd19-6acaca83f13f"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.926026Z,"{""request_id"":""d818cc84-4ca3-4e4b-823c-6af5b4563736"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.926095Z,"{""request_id"":""d818cc84-4ca3-4e4b-823c-6af5b4563736"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.926162Z,"{""request_id"":""d818cc84-4ca3-4e4b-823c-6af5b4563736"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.926229Z,"{""request_id"":""d818cc84-4ca3-4e4b-823c-6af5b4563736"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.926294Z,"{""request_id"":""d818cc84-4ca3-4e4b-823c-6af5b4563736"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.926362Z,"{""request_id"":""d818cc84-4ca3-4e4b-823c-6af5b4563736"",""service_name"":""database-service"",""level"":""ERROR"",""full_message"":""Database connection timeout""}"
2026-05-29T13:00:41.926438Z,"{""request_id"":""d818cc84-4ca3-4e4b-823c-6af5b4563736"",""service_name"":""billing-service"",""level"":""ERROR"",""full_message"":""Payment transaction failed""}"
2026-05-29T13:00:41.926504Z,"{""request_id"":""d818cc84-4ca3-4e4b-823c-6af5b4563736"",""service_name"":""gateway-service"",""level"":""ERROR"",""full_message"":""Request failed""}"
2026-05-29T13:00:41.926607Z,"{""request_id"":""54ac2ad9-a910-48a8-bb6a-8352141188e8"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.926682Z,"{""request_id"":""54ac2ad9-a910-48a8-bb6a-8352141188e8"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.926753Z,"{""request_id"":""54ac2ad9-a910-48a8-bb6a-8352141188e8"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.926824Z,"{""request_id"":""54ac2ad9-a910-48a8-bb6a-8352141188e8"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.926892Z,"{""request_id"":""54ac2ad9-a910-48a8-bb6a-8352141188e8"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.926954Z,"{""request_id"":""54ac2ad9-a910-48a8-bb6a-8352141188e8"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.927029Z,"{""request_id"":""54ac2ad9-a910-48a8-bb6a-8352141188e8"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.927095Z,"{""request_id"":""54ac2ad9-a910-48a8-bb6a-8352141188e8"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.927186Z,"{""request_id"":""e2cc7bbb-3759-4f25-ac74-05b0eb2f1809"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.927262Z,"{""request_id"":""e2cc7bbb-3759-4f25-ac74-05b0eb2f1809"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.927332Z,"{""request_id"":""e2cc7bbb-3759-4f25-ac74-05b0eb2f1809"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.927398Z,"{""request_id"":""e2cc7bbb-3759-4f25-ac74-05b0eb2f1809"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.927469Z,"{""request_id"":""e2cc7bbb-3759-4f25-ac74-05b0eb2f1809"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.927535Z,"{""request_id"":""e2cc7bbb-3759-4f25-ac74-05b0eb2f1809"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.927644Z,"{""request_id"":""e2cc7bbb-3759-4f25-ac74-05b0eb2f1809"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.927708Z,"{""request_id"":""e2cc7bbb-3759-4f25-ac74-05b0eb2f1809"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.927793Z,"{""request_id"":""5f0a3213-8289-4e11-a747-cbbee71d780a"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.927870Z,"{""request_id"":""5f0a3213-8289-4e11-a747-cbbee71d780a"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.927940Z,"{""request_id"":""5f0a3213-8289-4e11-a747-cbbee71d780a"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.928006Z,"{""request_id"":""5f0a3213-8289-4e11-a747-cbbee71d780a"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.928081Z,"{""request_id"":""5f0a3213-8289-4e11-a747-cbbee71d780a"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.928157Z,"{""request_id"":""5f0a3213-8289-4e11-a747-cbbee71d780a"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.928225Z,"{""request_id"":""5f0a3213-8289-4e11-a747-cbbee71d780a"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.928288Z,"{""request_id"":""5f0a3213-8289-4e11-a747-cbbee71d780a"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.928373Z,"{""request_id"":""7e51e1d6-a671-48ec-a7c4-3ede345cd421"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.928448Z,"{""request_id"":""7e51e1d6-a671-48ec-a7c4-3ede345cd421"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.928525Z,"{""request_id"":""7e51e1d6-a671-48ec-a7c4-3ede345cd421"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.928590Z,"{""request_id"":""7e51e1d6-a671-48ec-a7c4-3ede345cd421"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.928661Z,"{""request_id"":""7e51e1d6-a671-48ec-a7c4-3ede345cd421"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.928733Z,"{""request_id"":""7e51e1d6-a671-48ec-a7c4-3ede345cd421"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.928812Z,"{""request_id"":""7e51e1d6-a671-48ec-a7c4-3ede345cd421"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.928881Z,"{""request_id"":""7e51e1d6-a671-48ec-a7c4-3ede345cd421"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.928950Z,"{""request_id"":""42abd952-a8f4-4949-ab8e-89a890b6c6f6"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.929025Z,"{""request_id"":""42abd952-a8f4-4949-ab8e-89a890b6c6f6"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.929090Z,"{""request_id"":""42abd952-a8f4-4949-ab8e-89a890b6c6f6"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.929160Z,"{""request_id"":""42abd952-a8f4-4949-ab8e-89a890b6c6f6"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.929243Z,"{""request_id"":""42abd952-a8f4-4949-ab8e-89a890b6c6f6"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.929308Z,"{""request_id"":""42abd952-a8f4-4949-ab8e-89a890b6c6f6"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.929376Z,"{""request_id"":""42abd952-a8f4-4949-ab8e-89a890b6c6f6"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.929447Z,"{""request_id"":""42abd952-a8f4-4949-ab8e-89a890b6c6f6"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.929535Z,"{""request_id"":""bbc4b1ad-85b6-4093-b7a3-a2502a8976fb"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.929614Z,"{""request_id"":""bbc4b1ad-85b6-4093-b7a3-a2502a8976fb"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.929682Z,"{""request_id"":""bbc4b1ad-85b6-4093-b7a3-a2502a8976fb"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.929743Z,"{""request_id"":""bbc4b1ad-85b6-4093-b7a3-a2502a8976fb"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.929806Z,"{""request_id"":""bbc4b1ad-85b6-4093-b7a3-a2502a8976fb"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.929873Z,"{""request_id"":""bbc4b1ad-85b6-4093-b7a3-a2502a8976fb"",""service_name"":""database-service"",""level"":""ERROR"",""full_message"":""Database connection timeout""}"
2026-05-29T13:00:41.929934Z,"{""request_id"":""bbc4b1ad-85b6-4093-b7a3-a2502a8976fb"",""service_name"":""billing-service"",""level"":""ERROR"",""full_message"":""Payment transaction failed""}"
2026-05-29T13:00:41.929996Z,"{""request_id"":""bbc4b1ad-85b6-4093-b7a3-a2502a8976fb"",""service_name"":""gateway-service"",""level"":""ERROR"",""full_message"":""Request failed""}"
2026-05-29T13:00:41.930084Z,"{""request_id"":""ed1bedf0-5ec5-46df-86c8-4072e336f78b"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.930167Z,"{""request_id"":""ed1bedf0-5ec5-46df-86c8-4072e336f78b"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.930242Z,"{""request_id"":""ed1bedf0-5ec5-46df-86c8-4072e336f78b"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.930323Z,"{""request_id"":""ed1bedf0-5ec5-46df-86c8-4072e336f78b"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.931556Z,"{""request_id"":""ed1bedf0-5ec5-46df-86c8-4072e336f78b"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.931657Z,"{""request_id"":""ed1bedf0-5ec5-46df-86c8-4072e336f78b"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.931737Z,"{""request_id"":""ed1bedf0-5ec5-46df-86c8-4072e336f78b"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.931800Z,"{""request_id"":""ed1bedf0-5ec5-46df-86c8-4072e336f78b"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.931898Z,"{""request_id"":""70fe6b3b-34bf-40b2-a4e6-6814a878b6c4"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.931977Z,"{""request_id"":""70fe6b3b-34bf-40b2-a4e6-6814a878b6c4"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.932044Z,"{""request_id"":""70fe6b3b-34bf-40b2-a4e6-6814a878b6c4"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.932120Z,"{""request_id"":""70fe6b3b-34bf-40b2-a4e6-6814a878b6c4"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.932179Z,"{""request_id"":""70fe6b3b-34bf-40b2-a4e6-6814a878b6c4"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.932240Z,"{""request_id"":""70fe6b3b-34bf-40b2-a4e6-6814a878b6c4"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.932298Z,"{""request_id"":""70fe6b3b-34bf-40b2-a4e6-6814a878b6c4"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.932354Z,"{""request_id"":""70fe6b3b-34bf-40b2-a4e6-6814a878b6c4"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
2026-05-29T13:00:41.932430Z,"{""request_id"":""96cf3677-78f8-4563-8b76-173ea9af52bd"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request started""}"
2026-05-29T13:00:41.932493Z,"{""request_id"":""96cf3677-78f8-4563-8b76-173ea9af52bd"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Validating token""}"
2026-05-29T13:00:41.932554Z,"{""request_id"":""96cf3677-78f8-4563-8b76-173ea9af52bd"",""service_name"":""auth-service"",""level"":""INFO"",""full_message"":""Token validated""}"
2026-05-29T13:00:41.932613Z,"{""request_id"":""96cf3677-78f8-4563-8b76-173ea9af52bd"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Processing payment""}"
2026-05-29T13:00:41.932672Z,"{""request_id"":""96cf3677-78f8-4563-8b76-173ea9af52bd"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Saving transaction""}"
2026-05-29T13:00:41.932730Z,"{""request_id"":""96cf3677-78f8-4563-8b76-173ea9af52bd"",""service_name"":""database-service"",""level"":""INFO"",""full_message"":""Transaction committed""}"
2026-05-29T13:00:41.932795Z,"{""request_id"":""96cf3677-78f8-4563-8b76-173ea9af52bd"",""service_name"":""billing-service"",""level"":""INFO"",""full_message"":""Payment completed""}"
2026-05-29T13:00:41.932849Z,"{""request_id"":""96cf3677-78f8-4563-8b76-173ea9af52bd"",""service_name"":""gateway-service"",""level"":""INFO"",""full_message"":""Request completed""}"
